id;acctno;name;address;address_2;city;state;zip;phone;i_type;etin;del_status;created_by;last_modified_by;created_date;last_modified_date
873;UNKNOWN-10;BCBS IL/BEACON HEALTH OPTIONS;;;;;;;;;false;system;system;now();now()
874;UNKNOWN-E3;ANTHEM BCBS CENTRAL REGION;;;;;;;;;false;system;system;now();now()
875;I000875;UNITED HEALTH CARE DUAL COMPLETE;PO BOX 31350;;SALT LAKE CITY;UT;84131;;;;false;system;system;now();now()
876;I000876;BCBS OF RHODE ISLAND;;;;;;800-676-2583;;;false;system;system;now();now()
877;I000877;MEDICARE;;;;;;;;;false;system;system;now();now()
878;UNKNOWN-5B;AETNA/ BEACON HEALTH OPTIONS;;;;;;8008826501;;;false;system;system;now();now()
879;I000879;CENTRAL PA TEAMSTERS HEALTH AND WELFARE;;;;;;610-320;;;false;system;system;now();now()
880;I000880;CCBH/LUZERNE;;;;;;;;;false;system;system;now();now()
881;I000881;MENTAL HEALTH CONSULANTS;;;;;;2153438987;;;false;system;system;now();now()
882;I000882;BCBS GA ANTHEM;;;;;;844-412-2976;;;false;system;system;now();now()
883;I000883;HUMANA HMO;;;;;;;;;false;system;system;now();now()
884;1546;BLUE CROSS BLUE SHEILD;;;;;;8006762583;;;false;system;system;now();now()
885;I000885;CORESSOURCE (FMH);;;;;;;;;false;system;system;now();now()
886;UNKNOWN-78;BCBS  INDEPENDENCE;;;;;;8006762583;;;false;system;system;now();now()
887;UNKNOWN-E2;EMPIRE BLUE CROSS BLUE SHIELD ;;;;;;8006762583;;;false;system;system;now();now()
888;I000888;Healthgram; Inc;PO Box 11088;;Charlotte;NC;28220;;;false;system;system;now();now()
889;1558;POB 182223 ;;;;;;8002446224;;;false;system;system;now();now()
890;I000890;ANTHEM PPO;;;;;;8006462583;;;false;system;system;now();now()
891;6704;BCBS EXCELLUS;;;;;;8772534797;;;false;system;system;now();now()
892;I000892;INSURANCE SEVICES OF LUBBOCK;;;;;;806-792-0944;;;false;system;system;now();now()
893;I000893;AMERIHEALTH/LACKAWANNA;;;;;;888-251-2224;;;false;system;system;now();now()
894;I000894;BCBS FEDERAL STANDARD;;;;;;;;;false;system;system;now();now()
895;I000895;BLUE CROSS OF NORTHEAST PENNSYLVANIA;;;;;;800-258-9808;;;false;system;system;now();now()
896;I000896;CCBH LUZERNE- AMERIHEALTH CARITAS;;;;;;888-251-2224;;;false;system;system;now();now()
897;I000897;HAP;2850 W. Grand Blvd.;;DETROIT;MI;48202;;;;false;system;system;now();now()
898;I000898;CCBH-LUZERNE GEISINGER HEALTH PLAN;;;;;;888-251-2224;;;false;system;system;now();now()
899;I000899;ma lackawanna ameriheath caritas;;;;;;8882512224;;;false;system;system;now();now()
900;UNKNOWN-92;BLUE SHIELD OF CA;;;;;;8004335768;;;false;system;system;now();now()
901;I000901;ATLANTIC HEALTH SYSTEM BY QUALCAE;;;;;;8883400721;;;false;system;system;now();now()
902;UNKNOWN-50;BCBS OF HIGHMARK;;;;;;;;;false;system;system;now();now()
903;I000903;aetna ma luzerne;;;;;;8882512224;;;false;system;system;now();now()
904;952;UH;;;;;;;;;false;system;system;now();now()
905;I000905;BEACON HEALTH OPTIONS/MVP;;;;;;8773909652;;;false;system;system;now();now()
906;UNKNOWN-B5;HORIZON BCBS OF NEW JERSEY;;;;;;8004427247;;;false;system;system;now();now()
907;I000907;UNITED HEALTHCARE CHOICE PPO;;;;;;;;;false;system;system;now();now()
908;I000908;GEISINGER LACKAWANNA CCBH;;;;;;;;;false;system;system;now();now()
909;I000909;CCBH/LACKAWANNA GEISINGER;;;;;;;;;false;system;system;now();now()
910;I000910;BCBS HIGH MARK ;;;;;;;;;false;system;system;now();now()
911;UNKNOWN-2A;EMPIRE BCBS/ GHI;;;;;;8006922489;;;false;system;system;now();now()
912;6628;AETNA HEALTH PLAN;;;;;;8886323862;;;false;system;system;now();now()
913;UNKNOWN-D1;BLUE CROSS BLUE SHIELD OF WYOMING;;;;;;;;;false;system;system;now();now()
914;I000914;mutual assurance administrators;;;;;;18002239941;;;false;system;system;now();now()
915;I000915;HUMANA CHOICE;;;;;;;;;false;system;system;now();now()
916;I000916;BCBS NC FEDERAL;;;;;;8667305006;;;false;system;system;now();now()
917;I000917;BHO;PO Box 1347;;Latham;NY;12110;8772287268;;;false;system;system;now();now()
918;103790011;BCBS OF AL/WEALTHY FOR LIFE;;;;;;8006774544;;;false;system;system;now();now()
919;UNKNOWN-B0;INDIANA UNIVERSITY HEALTH;;;;;;8008732022;;;false;system;system;now();now()
920;I000920;ANTHEM OF VA;;;;;;800-552-2682;;;false;system;system;now();now()
921;1050;BCBS HI;;;;;;8006762583;;;false;system;system;now();now()
922;I000922;SUMMA CARE;;;;;;8889968410;;;false;system;system;now();now()
923;I000923;BLUE CROSS OF CALIFORNIA;;;;;;8006762583;;;false;system;system;now();now()
924;I000924;SAGAMORE HEALTH NETWORK;;;;;;877-300-9969;;;false;system;system;now();now()
925;I000925;CCBH/LACKAWANNA;;;;;;;;;false;system;system;now();now()
926;UNKNOWN-2F;BCBS/ UBH;;;;;;8006762583;;;false;system;system;now();now()
927;I000927;UHC Dual Complete PPO SNP;PO BOX 31362;;SALT LAKE CITY;UT;84131;974721889;;;false;system;system;now();now()
928;1625;PEBTF GEISINGER;;;;;;8005040443;;;false;system;system;now();now()
929;I000929;TUFTS;;;;;;800-208-9565;;;false;system;system;now();now()
930;I000930;-- NONE --;;;;;;;;;false;system;system;now();now()
931;1060;ANTHEM BCBS NORTHEAST;;;;;;8006762583;;;false;system;system;now();now()
932;1054;BCBS OF FL;;;;;;8003332227;;;false;system;system;now();now()
933;I000933;CCBH LACKAWANNA COUNTY(AMERIHEALTH CARITAS NE;;;;;;888-251-2224;;;false;system;system;now();now()
